SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
379,"SOOJKNX12A8C132425",86259,"Nouveau Zydeco","ARAGMIV11F4C843F78",,"",,"Myrick "Freeze" Guillory",0.0,55.50975,8,0.181,111.542,1,0.0,"Queen Ida Introduction",0
380,"SOOHGVW12A8C1449BB",795650,"Samba Enredo Du Carnaval De Rio","ARHEBZJ1187FB37C3A",,"",,"Samba Enredo",0.0,202.05669,9,0.241,139.344,4,0.0,"Estacao Primeira Da Mangueira_ Viva Do Samba",0
381,"SOCTUML12A8AE45691",233782,"Over The Edge","ARC15471187FB4640C",38.49809,"Kansas",-98.32023,"Hurricane",0.0,236.042,8,0.864,110.177,4,0.131,"I'm On To You",1988
382,"SOTNIIP12A8C1359DA",286445,"Boulez: Pli Selon Pli; and Livre pour Cordes","AR6TZJQ1187B9AD572",45.60718,"Montbrison France",4.06212,"Pierre Boulez",0.0,956.60363,0,0.151,47.794,1,0.0,"Pli Selon Pli ("fold according to fold")/IV.  Improvisation sur Mallarmé III",0
383,"SOODQEF12A58A7AF5F",150859,"Collecton","ARB45GQ1187B98D2B4",,"",,"DeGarmo & Key",0.0,203.62404,4,0.658,120.548,4,1.0,"Destined To Win",1988
384,"SOGMQYW12AB018C302",570600,"Gangster Of Love & Other Favorites (Digitally Remastered)","ARAOBIZ1187FB38574",,"Beaumont Texas",,"Johnny Winter",0.0,135.99302,7,0.672,111.716,3,1.0,"Shed So Many Tears",1984
385,"SOJXYUF12AB0188969",715113,"Fantastic Vol. 2.10","AR0WGXC1187B9AAC99",,"Detroit MI",,"Slum Village",0.0,204.38159,0,0.015,94.495,4,0.199,"CB4 (Instrumental Mix)",0
386,"SOAQGHA12AB0186D60",660041,"Morgarot","ARS7E2E1187FB361BC",31.1689,"Texas",-100.07715,"Mayday",0.0,307.33016,11,0.085,71.984,4,0.019,"Nüt isch für immer",0
387,"SOLLLZR12AB0180455",495391,"Ultra-Lounge / On The Rocks With A Twist - Part 2","ARID33C1187FB4610A",34.16788,"Arizona",-111.9307,"David Rose",0.0,292.80608,0,0.411,109.059,4,0.0,"Wear Your Love Like Heaven / Workin' On A Groovy Thing (Medley) (1997 Digital Remaster)",0
388,"SOGXWRE12AC468BE24",781922,"Out Of Time","ARTXS851187FB411C7",,"Essex England",,"Chris Farlowe",0.0,177.57995,7,0.345,146.913,1,0.0,"Paint It Black",1966
389,"SOJJAGC12A8C13F710",174759,"Creator Of The Memphis Blues","ARSX3I61187B98FAC7",35.03731,"Whitehaven TN",-90.06146,"Frank Stokes",0.0,176.32608,5,0.555,149.056,1,0.0,"Sweet To Mama",2005
390,"SODDLAZ12AB018350A",443790,"Bahamian Songs","AR97EHA1187B98AD5F",30.33138,"Jacksonville FL",-81.6558,"Blind Blake & The Royal Victoria Hotel Calypsos",0.0,161.74975,3,0.256,110.603,3,0.794,"Bahama Lullaby",0
391,"SOUDYEW12AB0183E5C",492520,"Foogy","ARYWU5F1187B9A77BE",,"",,"Olov Johansson_ Catriona Mckay",0.0,469.68118,7,0.436,74.046,4,0.394,"Rain / Ekoln",0
392,"SOELMDY12A6D4FB18A",57839,"Last Night In Town","ARCP94M1187B9B0F56",42.88544,"Buffalo New York",-78.87846,"Every Time I Die",0.0,171.59791,9,0.538,93.458,1,0.0,"California_ Gracefully",2001
393,"SOEJVCS12A8AE483B7",235873,"Lullaby Renditions of U2","ARLNMEP11C8A41519E",34.05349,"Los Angeles",-118.24532,"Rockabye Baby!",0.0,312.78975,8,0.118,100.043,3,0.492,"Desire",0
394,"SOAMBCI12AC4685087",685601,"Vivant","ARWNTXK11EBCD7BBFB",,"",,"Alain-François",0.0,172.01587,4,0.517,107.986,4,0.273,"Playa del sous-sol",0
395,"SOAXGUT12AB0184D53",463706,"French Touch","ARWI6LR1187FB46E9F",43.57607,"Le Cannet France",7.01815,"Richard Galliano",0.0,261.74649,9,0.503,76.296,3,0.51,"L' Envers Du Décor",1999
396,"SOTLZBK12A6D4F7E63",27667,"Here Come the Lords","ARTE2FL1187FB51337",,"Raleigh NC",,"Lords Of The Underground",0.0,264.69832,11,0.53,99.058,4,1.0,"Check It (Explicit)",1993
397,"SOPOGEB12A6D4FB25A",62220,"Live","ARJVTRE1187B9959C0",40.71455,"London England",-74.00712,"Foghat",0.0,501.2371,5,0.294,114.831,4,0.714,"Slow Ride [Live Version]",1977
398,"SOHUEFC12A8AE4827A",278832,"Lovers Live","AR7N7MI1187FB46935",7.37884,"Ibadan Nigeria",3.89527,"Sade",0.0,271.98649,10,0.303,80.292,3,0.402,"Paradise",1988
399,"SONQXNP12AB017F81B",485654,"Mind Control","ARH9GD41187FB37E0F",,"",,"Stephen Marley / Damian Marley",0.0,273.89342,9,0.483,115.823,4,0.607,"The Mission",2008
400,"SODPYOG12A8C136332",256771,"Ellen Disingenuous","ARU9KWP1187B98B2A7",,"",,"Busdriver",0.0,246.22975,7,0.444,136.116,4,0.0,"Ellen Disingenuous",0
401,"SOIWZKY12AB0183F0D",453672,"Yolandita Monge Selected Hits Vol. 1","ARDG9I21187FB35FF3",,"",,"Yolandita Monge",0.0,214.49098,1,0.047,110.599,4,0.171,"Cierra Los Ojos Y Juntos Recordemos - Original",0
402,"SORZJUY12AB018BFB9",806525,"Sea Cruise","ARYV1OT1187B9B4C8E",,"",,"Commander Cody & His Lost Planet Airmen",0.0,162.45506,9,0.333,182.918,7,0.364,"Sister Sue",1973
403,"SOBSEXG12AB0180DD4",536869,"Shakin' The House Live","ARX4D1E1187B9A9C4D",40.21787,"Trenton NJ",-74.7594,"Carman featuring Commissioned & The Christ Church Choir",0.0,326.26893,7,0.0,135.507,4,0.683,"Let The Church Rise",0
404,"SONIQTE12A58A7A189",106254,"Mindy McCready","ARZL6CE1187FB3F264",27.9758,"Fort Meyers FL",-81.54106,"Mindy McCready",0.0,231.33995,9,0.4,88.942,4,0.835,"Be With Me",2002
405,"SOJRFYT12A6D4F9972",40837,"Hello_ I Must Be Going","AR9W3X91187FB3994C",,"Chiswick London England",,"Phil Collins",0.0,316.39465,5,0.0,121.044,4,1.0,"I Cannot Believe It's True",1982
406,"SOHNTPT12AB01835EF",368970,"Heritage - Florilège - BAM (1954-1978)","ARYDFJA1241B9CBFF2",,"",,"Jacques Douai",0.0,122.46159,7,0.483,79.003,4,0.984,"L'Etang Chimérique",0
407,"SOIPEKK12AB01805B4",485079,"Fool Me Good","AR858UO1187FB437B4",35.21962,"North Carolina",-80.01955,"Precious Bryant",0.0,164.8322,9,0.537,130.453,1,0.522,"When The Saints Go Marching In",2002
408,"SOFKMDX12AB0184231",431155,"Last The Whole Night Long","AR1JD6E1187FB5696C",53.07516,"Bremen Germany",8.80466,"James Last",0.0,101.642,9,0.615,126.184,1,0.0,"Stuff Like That",0
409,"SOYTQGO12A8C138C1B",202993,"Transformation","ARYUHNV1187FB482AF",,"",,"Megadrums",0.0,237.24363,11,0.001,118.713,4,0.0,"Drummer's Circle",0
410,"SOFMCTW12A8C139DDA",331631,"Further Down The Old Plank Road","AR0V36F1187FB366B1",53.41961,"Ireland",-8.24055,"The Chieftains",0.0,187.92444,7,0.768,210.957,4,0.0,"The Raggle Taggle Gypsy",2003
411,"SOVZRSW12A8C141AFC",524634,"Hör auf zu weinen","AR4SOKG1187B98D2B0",,"",,"Geier Sturzflug",0.0,211.35628,9,0.269,120.985,4,0.298,"Wie ein Eisbär sein",0
412,"SOEOEZA12AB018530E",547009,"Freakhouse","ARCPN4U1187B9A94B7",42.21464,"South Hadley Massachusetts USA",-72.59378,"Freakhouse",0.0,204.06812,7,0.466,78.019,3,0.984,"Submit",0
413,"SOUUNYT12AB0184F40",552550,"Man-made","ARHPPJK1187B9AC897",,"Glasgow Scotland",,"Teenage Fanclub",0.0,221.41342,5,0.915,122.002,4,0.909,"It's All In My Mind",2005
414,"SOLJMGD12A58A76C3A",620827,"Holding Up Half the Sky: Voices of Celtic Women","AR82GTS1187FB5662F",53.41961,"Ireland",-8.24055,"Mary Black & General Humbert",0.0,303.75138,7,0.791,99.237,3,0.849,"Isle of St. Helena",1984
415,"SOGRKPG12A58A7ADF7",350902,"12 x 5","ARFCUN31187B9AD578",51.50632,"London England",-0.12714,"The Rolling Stones",0.0,183.17016,7,0.514,185.333,4,0.164,"Around And Around",1964
416,"SOJRXHM12A8C13D93E",307847,"Love Songs","AR0AVIB1187FB37D01",,"Englewood NJ",,"Regina Belle",0.0,307.22567,7,0.55,92.643,4,0.95,"Quiet Time",1993
417,"SOBYREB12A8C13CF88",163506,"Lover's Poem","AR9HNKW1187FB57EC6",,"",,"Mei Chi Chiang",0.0,73.03791,10,0.489,150.933,3,0.795,"Chagall(OS)",0
418,"SOBYWCK12A58A7C5C0",244917,"Project: Death","AR7XK9K1187B9B1864",,"",,"Hey Colossus",0.0,420.07465,9,0.608,84.518,4,0.9,"The Book of Disquiet",2007
419,"SOJLKSL12AB0183D93",508143,"Tesoros De Colección","ARQHLIO1187B98AA6A",,"",,"Jay Pérez",0.0,156.47302,5,0.0,119.949,7,0.818,"America the Beautiful",0
420,"SOTALBJ12AB017D609",495796,"Lounjazz","ARN9GBH1187FB3FEF9",-22.97673,"Rio de Janeiro BR",-43.19508,"Leo Gandelman",0.0,222.98077,5,0.524,157.95,4,0.454,"Bari Bossa",2007
421,"SOALFBA12A81C20681",179488,"Twilight Fields","ARN3O411187FB4D859",,"",,"Stephan Micus",0.0,519.8624,0,0.004,142.158,4,0.677,"Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi)",1988
422,"SOEMGOC12AB018790A",646387,"A Man And His Music  - El Inolvidable","ARZ8S071187B993849",18.46617,"San Juan Puerto Rico",-66.10665,"Tito Rodriguez",0.0,176.5873,5,0.297,103.166,7,0.143,"Mango Del Monte",2001
423,"SOMAWGO12AF72A64F8",511967,"Pescado Rabioso 2","AR2GU4Y1187B99F35E",,"",,"Pescado Rabioso",0.0,579.44771,0,0.123,111.011,4,1.0,"¡Hola_ Pequeño Ser!",1973
424,"SONVMQR12AB018688B",721687,"The Now Factor","ARO9IJB1187B9939D0",,"",,"Deckard",0.0,175.90812,1,0.238,90.964,4,1.0,"Deckard",0
425,"SOGSSOW12AB0189E3E",573754,"Messin' Around tha House","AR43KFF1187B9B74B1",30.9742,"Louisiana",-91.52382,"Little Freddie King",0.0,312.63302,4,0.0,128.745,4,0.154,"Goin' Upstairs (Little Freddie King)",0
426,"SOXCWTT12AC9075756",785362,"Pentagrammaton","ARZEWUR1187FB53DC8",50.45663,"Belgica -- Namur Namur/Ghent East Flanders",4.87137,"Enthroned",0.0,240.74404,2,0.735,135.535,7,0.583,"The Vitalized Shell",2010
427,"SOYJVCQ12A81C22C90",230265,"What It Be...","ARC2BFH1187B98F3C8",40.71455,"NY - New York City",-74.00712,"Pete Miser",0.0,32.96608,2,0.242,95.761,4,1.0,"Credits",0
428,"SOQUWUE12A8C139B47",152863,"U Brown's Hit Sound","AR1FOAY11C8A415F1E",,"",,"Angela Stewart",0.0,211.33016,6,0.481,142.674,4,0.898,"Ready For The Love",0
429,"SONQOIL12A6D4F4D47",79637,"Beavis and Butt-Head Do America","ARFZSPU1187B9B5BA9",,"",,"John Frizzell",0.0,108.85179,7,0.096,176.756,4,0.617,"DEFCON 4",1996
430,"SOQWOLC12AB018393D",509704,"Adios Sui Generis Vol III","ARPNDSH1187B9B942F",,"",,"Sui Generis",0.0,335.33342,7,0.685,107.592,4,0.735,"Cuando Ya Me Empiece A Quedar Solo",1973
431,"SOFFKZS12AB017F194",542173,"Wildflowers","ARBEBBY1187B9B43DB",,"Gainesville FL",,"Tom Petty",0.0,236.17261,9,0.58,129.122,4,0.0,"A Higher Place (Album Version)",1994
432,"SONWURF12A8C134ABD",239731,"Pass In Review","ARPMJGA11F4C83BDFE",,"",,"US Coast Guard Band",0.0,207.93424,0,0.344,115.449,4,0.529,"Independentia",0
433,"SODRPTE12A58A7BE10",60341,"Anthology","ARLDW2Y1187B9B544F",39.75911,"Dayton OH",-84.19444,"Tommy James And The Shondells",0.0,161.85424,0,0.659,100.191,4,0.682,"I Like The Way",1967
434,"SOPGUJO12AB0186DF1",581855,"Face The Nation","AR1DLF21187FB3CBF0",,"",,"4Him",0.0,269.06077,8,0.593,150.049,4,0.51,"He Never Changes",0
435,"SOOGZTT12AB018A256",562622,"Jaane Maryam - Persian Music","ARMTTWG11F4C83E6AE",,"",,"Mohammad Nouri",0.0,273.94567,4,0.546,168.527,4,1.0,"Nastaran",0
436,"SOWRAQJ12A8C146BF1",527870,"Peculiar Friends","ARKBX5B1187B9ADAFD",,"",,"Ten Wheel Drive",0.0,272.84853,5,0.433,113.866,4,0.441,"No Next Time",0
437,"SOUQVUD12A8C142DCE",473710,"Openbare Weg","ARJGNV61187B98F3B5",,"Tallahassee FL",,"Mira",0.0,177.81506,4,0.695,85.621,4,0.612,"Openbare Weg",2006
438,"SOWJRTX12AB0183C28",540204,"Unloved and Weeded Out","ARYOPH81187B98AEED",40.65507,"Boston Brooklyn USA",-73.94888,"Converge",0.0,99.99628,10,0.142,133.549,3,0.505,"Locust Reign (Live in California)",2003
439,"SOGVYSA12A8AE47E6A",134775,"Mountain Homecoming - Volume 1","ARNLOIO11F4C841019",35.83073,"Tennessee",-85.97874,"Isaacs",0.0,194.01098,6,0.976,103.694,4,0.298,"Did You Ever Go Sailin'",0
440,"SOKQDQZ12A8C13BB10",112605,"Messiaen Oeuvres Orgue","AR342K51187B98B571",,"",,"Olivier Messiaen",0.0,647.60118,5,0.109,101.636,5,0.689,"Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008)",0
441,"SOJDJRK12AB018565D",645658,"Live In Lulea","ARUYVDC12086C11D5C",,"Stockholm",,"Fever Ray",0.0,280.24118,0,0.0,64.811,4,0.24,"I'm Not Done",2009
442,"SONDNEJ12AB0186FAC",511379,"The Singles Collection","ARHLYXD11F50C4B49E",,"",,"Bruisers",0.0,143.62077,0,0.806,97.341,4,0.684,"Bloodshed",0
443,"SORXBMW12A6310E268",1789,"15 De Coleccion","AR5KHL41187B9ADE2A",,"",,"Jyve V",0.0,191.92118,10,0.124,132.082,4,0.694,"Maria Morena",0
444,"SOQKQJU12A58A7D262",5312,"Thank You","ARTAFV91187B9BA17C",,"",,"Stone Temple Pilots",0.0,228.96281,7,0.058,134.982,4,1.0,"Down (LP Version)",2003
445,"SOYKTQM12AC468D0F9",743070,"Moss","AR567PN1187FB4B4F2",,"",,"Moss",0.0,274.12853,7,0.382,107.412,4,0.336,"There Alone Go I",0
446,"SOGYXBI12AB0188309",669331,"Ana Nikolic","ARQPWTM12420783719",,"Serbia",,"Ana Nikolic",0.0,263.00036,1,0.339,145.893,4,0.766,"Sizofrenija(duet Ana Nikolic&Aca Lukas)",0
447,"SOWAGSC12AB01815B1",602387,"Flow","AR0WQ1Q1187B992E16",40.71455,"New York",-74.00712,"Richard Smith",0.0,277.002,8,0.463,176.014,3,0.253,"Pastel",0
448,"SOXJPKH12A8C134149",286050,"Dham Rockas","ARCCBWR122BCFCBB85",,"",,"Sabda Brahma",0.0,349.51791,10,0.214,119.987,4,0.193,"Jahuu_ Gandiva laulaa!",0
449,"SOXAATM12A58A7ABA8",307881,"All I Can Do","AR1XE381187FB4C685",34.05349,"California - LA",-118.24532,"Kane",0.0,220.76036,3,0.116,89.975,3,1.0,"All I Can Do",2005
450,"SONCVTJ12AB01797ED",481809,"I Have Returned","ARROUEA1187FB4AA0F",38.8991,"Washington",-77.029,"Atom",0.0,207.28118,3,0.807,137.903,4,0.622,"Know Thyself",0
451,"SOKSSEC12AF72A3D89",36714,"The Sufferer & The Witness","ARZWK2R1187B98F09F",,"Chicago",,"Rise Against",0.0,214.88281,8,0.3,109.45,3,0.756,"Intro/Chamber The Cartridge",2006
452,"SOWRLSY12AC4687694",599659,"Call Tyrone","ARUT16P1187FB532A4",33.39847,"Greenville MS",-91.03786,"Tyrone Davis",0.0,235.91138,10,0.46,161.976,4,0.696,"Cheatin' In The Next Room",0
453,"SOBTCVH12AC468BF22",599426,"Remembering The Happy Goodmans","ARR575U1187B98FB97",38.8235,"Maryland",-75.92381,"The Perrys",0.0,109.81832,10,1.0,120.047,4,1.0,"When They Ring The Bells Of Heaven",0
454,"SOLVDDZ12A8C13570B",199578,"Texas Gold/Comin' Right At Ya","AR0CDSK1187FB52ED6",,"Paw Paw WV",,"Asleep At The Wheel",0.0,243.98322,11,0.694,104.098,3,1.0,"The Son Shines Down On Me",0
455,"SOATIOL12A8C13604E",739252,"Decimate The Weak","ARJ45SE1187FB44AD1",,"City of Angels",,"Winds Of Plague",0.0,270.13179,11,0.189,126.182,3,0.979,"Origins And Endings",2008
456,"SOKMGFN12AB0180B99",490904,"Full Circle","ARVSQHB1187B992FF0",,"",,"Drowning Pool",0.0,248.78975,11,0.237,166.064,4,0.858,"Reborn (Explicit)",2007
457,"SOBPURV12A81C2286A",179184,"Tampa Red Vol. 10 1938-1939","AR576O51187B990C30",31.90143,"Smithville GA",-84.25274,"Tampa Red",0.0,169.97832,10,0.47,93.443,1,0.0,"If I Had Known",0
458,"SOAXYAX12A6D4FE44D",128106,"The Curse","ARMOHN71187FB3959F",33.6671,"Orange County CA",-117.76505,"Atreyu",0.0,74.34404,10,0.268,90.625,4,0.399,"Blood Children (an Introduction) (Album Version)",2004
459,"SOTOHAH12AAF3B51FC",667208,"Pink Crustaceans and  Good Vibrations","ARO5P0H1187FB5BAD7",,"Kona HI",,"Pepper",0.0,204.5122,9,0.517,220.104,3,1.0,"Freeze",2008
460,"SOWMQNJ12A8AE471EE",280146,"Ten Rounds","AR3AY3R1187FB52CF0",,"Vidor TX",,"Tracy Byrd",0.0,227.57832,0,0.463,96.068,4,0.463,"Just Let Me Be In Love",2007
461,"SOKIZGL12AB018342D",404997,"Pablo Honey (Collector's Edition)","ARH6W4X1187B99274F",,"Oxford UK",,"Radiohead",0.0,204.06812,4,0.234,111.629,3,1.0,"You (Demo)",2009
462,"SOKLWWG12AB018A824",468309,"Chris Farlowe Selected Hits","ARTXS851187FB411C7",,"Essex England",,"Chris Farlowe",0.0,165.51138,0,0.543,177.598,4,0.413,"Paperman_ Fly In The Sky - Original",0
463,"SOSZLHY12A6D4F5CCC",85254,"Honge Na Juda Hum","ARNIO6W1187FB37297",,"",,"DCS",0.0,305.3971,9,0.602,95.889,4,1.0,"Tu Hi Tu Sada",0
464,"SOAORIB12AC9072D42",601433,"He Kept On Loving Me","AR2G8UI1187FB3F33C",63.03654,"Knobel AK",-149.10568,"Barbara Fairchild",0.0,329.24689,2,0.702,151.676,4,0.517,"The Other Side Of That Hill",0
465,"SOVGYIW12AB018186F",343267,"Decisions","ARFCOGY1187FB454B4",,"Detroit MI",,"The Winans",0.0,288.26077,10,0.625,106.515,4,0.848,"Breaking Of Day (Album Version)",0
466,"SOGAUIQ12A6D4F8262",311757,"Some Kind Of Monster","ART5MUE1187B98C961",,"Los Angeles CA",,"Metallica",0.0,252.3424,1,0.376,167.486,4,0.901,"Hit The Lights",1982
467,"SOGNZTE12A67AD8518",18599,"Very Best of Montserrat Caballe","ARDR4AC1187FB371A1",,"",,"Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli",0.0,498.80771,8,0.611,53.766,3,0.894,"Guillaume Tell_ Acte II (1988 Digital Remaster): Ils s'éloignent enfin....Sombre forêt",0
468,"SOUUOSZ12A8C14378D",317364,"The Strathspey King","AR8ZTV41187FB3F311",57.15382,"Aberdeen Scotland",-2.10679,"James Scott Skinner",0.0,184.52853,10,1.0,133.953,1,0.0,"Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors",0
469,"SOAKAIG12A8AE46D63",347112,"Ghetto Dope","ARV4I6F1187FB4D595",,"",,"5th Ward Boyz",0.0,245.99465,6,0.353,165.779,4,0.261,"Studio Gangster",1993
470,"SOLPJPM12A8C141BDE",221684,"Amor Y Ruleta","AR2PT4M1187FB55B1A",,"",,"Los Chichos",0.0,242.80771,5,0.129,152.857,4,0.929,"Vuelve Junto A Mi",1979
471,"SOTNVHX12A8AE45CE9",279664,"Intégrale 81-91","AR7GOK91187FB455F5",48.85692,"Paris France",2.34121,"Jean-Jacques Goldman",0.0,558.44526,0,0.358,139.286,1,0.0,"Medley : "Traces" (Live)",0
472,"SOVATLZ12A8C135595",286040,"Prophecy Of The Decadent","ARWSPAI12420782828",,"",,"Necrodaemon",0.0,225.59302,9,0.012,210.124,4,0.362,"The last havoc",0
473,"SOLCSRR12AB017E36E",539725,"Is It News","AREV0ZO1187B997221",32.77815,"Dallas TX",-96.7954,"Doyle Bramhall",0.0,252.36853,2,0.592,89.922,3,0.185,"Ooh Wee Baby",2007
474,"SORZNEP12CF54662E7",292517,"Santana/Abraxas/Santana(III) (3 Pak) (Costco Longbox Version)","ARB054P1187B9AD32E",,"San Francisco CA",,"Santana",0.0,433.37098,1,0.202,84.87,4,0.235,"Fried Neck Bones And Some Home Fries",0
475,"SOBTJWY12AB017D2C4",330109,"The Other Side of Love","AR009211187B989185",,"",,"Carroll Thompson",0.0,425.19465,7,1.0,171.991,4,0.449,"Show Some Love Where Is The Love feat. MackaB",0
476,"SOCOMNU12AB017EFC2",602410,"Dances_ Prayers_ & Meditations For Peace","ARXJSHW1187B9A2A52",25.72898,"Miami FL",-80.23742,"Nestor Torres",0.0,294.53016,5,0.798,137.908,5,0.53,"Rhumboso",0
477,"SOAWLLC12AB01893BC",517497,"Ascension To Tibet","AR0GB821187B99FE96",,"",,"Dean Evenson",0.0,203.93751,2,0.751,98.442,4,0.672,"Gateway",0
478,"SOJRUHL12A813557F6",129267,"The Warriors EP_ Vol. 2","AR65OLD1187FB5C103",,"",,"P.O.D.",0.0,188.94322,1,0.554,125.528,5,0.617,"Ya Mama (Palm Springs Demo)",0
479,"SOWIHGX12AB017D6EA",340648,"Irish Folk Favourites","ARKNICM1187B9B9CE5",,"",,"Mick Moloney",0.0,32.91383,7,0.047,195.44,1,0.0,"Bodhrán Solo",0
480,"SOIXLJG12AB018508A",709438,"Stings of Conscience","AR6G6G01187B9B1637",,"",,"Unearth",0.0,222.27546,11,0.771,160.783,4,0.537,"Fuel the Fire",2001
481,"SOYZHDL12AB01864AF",714353,"Amor en Bossa Nova","ARZTSMH122988F522A",,"",,"Reginaldo Bessa",0.0,97.98485,5,0.046,102.043,4,0.152,"Gosto de Você Demais",0
482,"SOODPJI12AB0181BD8",514098,"Hear Globally: A Cumbancha Collection","ARJPRV411A348EFE4B",,"",,"Rupa & the April Fishes",0.0,251.76771,11,0.996,165.971,4,0.53,"C'est Moi",2009
483,"SOPVYZH12AB017C34D",619860,"After Ours","AR4JY8V1187B98A62F",,"",,"Ann Hampton Callaway",0.0,312.65914,0,0.763,103.077,3,1.0,"Time After Time",0
484,"SOIOCUC12A8C13EDAA",111988,"Collection 2","ARA1UU51187FB5A70B",,"New Jersey",,"The Misfits",0.0,133.27628,2,0.293,83.953,1,0.0,"Halloween II",1981
485,"SOIAWUS12AB0187B0B",462645,"Gimme A Break","ARLLANI1187FB5116F",,"",,"Simon Harris",0.0,187.16689,9,0.417,114.169,1,0.0,"Sample Track 11",0
486,"SOSCUFQ12AB0184B0B",424018,"In for the kill","ARW4P0V1187B9B182E",,"",,"Inhume",0.0,185.20771,6,0.341,141.423,1,0.0,"Inhume",2003
487,"SOYJFCZ12A8C137848",262341,"Whip Me Volume 1","ARTPGR61187B98B0F6",,"",,"Thriller U",0.0,226.32444,7,0.925,89.675,4,0.548,"Memories",0
488,"SOTDYKK12AB0184B0B",575230,"Before the Frost... Until the Freeze","ARUKN9H1187B9B71C8",,"Atlanta GA",,"The Black Crowes",0.0,263.52281,4,0.148,178.299,4,0.187,"Roll Old Jeremiah",2009
489,"SOLIERS12A58A75718",525924,"Power Trance Vol. 4","ARXWBOL11E2835E5BB",,"",,"Abbott & Chambers",0.0,496.06485,7,0.668,138.012,4,0.0,"Where Are You",0
490,"SOWQYXA12AB01816D6",513034,"Broadway - Right Now!","ARODP5P1187FB40142",,"",,"Eddie Cano",0.0,176.16934,10,0.211,125.303,4,0.484,"It Only Takes A Moment (Album Version)",0
491,"SOVKZLE12AB018A2F4",591200,"Nordic Hotel","ARBQ5TQ1187B992B8A",,"CANADA - Ontario",,"Vivian",0.0,184.63302,2,0.01,140.08,4,0.66,"Better",0
492,"SOCNBNA12A58A79C7E",717115,"The Dream","ARV2X851187FB41A78",42.31256,"Mass. - Boston",-71.08868,"Open Hand",0.0,278.56934,10,0.538,156.581,1,0.0,"11th Street",2000
493,"SOOKZLP12A8C13F561",120256,"Kalifornia Love","ARS8KBY1187FB4BC7E",39.95227,"Philadelphia PA",-75.16237,"Kurupt_ Rosco_ Jayo Felony & 40 Glocc",0.0,192.86159,10,0.328,174.762,4,0.0,"She Flock To Me",0
494,"SOJHKYL12A6D4FA0AC",52141,"Dark Days In Paradise","AR56P361187B9AC4DB",54.5958,"Belfast Northern Ireland",-5.93494,"Gary Moore",0.0,345.93914,2,0.04,153.862,4,0.404,"What Are We Here For",1997
495,"SOJAKEW12AB017D93A",650976,"Sweet Sounds of Country Vol. 1","AR6GSIE1187B98C3C7",39.49974,"Raines UT",-111.54732,"Ned Miller",0.0,131.83955,3,0.789,99.334,1,0.0,"From a Jack To a King",1963
496,"SOLCKVN12AB01873D0",585297,"Taste the Blood Of...","ARK9W051187FB4B783",,"",,"Zombina & The Skeletones",0.0,152.65914,2,0.648,91.018,4,0.801,"Can't Break a Dead Girl's Heart",2002
497,"SOYFPUW12A6D223ADC",75273,"Kicks","ARDK87R1187B98D51C",,"San Francisco CA",,"Flamin' Groovies",0.0,207.28118,1,0.358,94.15,4,0.916,"Call Me Lightning",0
498,"SOYZBUV12A8C1393FD",255383,"Somewhere","AR0JEOI1187B98B918",31.1689,"Texas",-100.07715,"Erik Berglund",0.0,354.66404,10,0.837,79.632,5,0.475,"Ave Maria",0
499,"SOZPIND12A8C1364ED",246671,"Timeless","ARLWR721187B9A03C9",35.82213,"Humboldt TN",-88.91599,"T.G.Sheppard",0.0,247.87546,2,0.356,80.657,5,0.599,"When I Fall In Love",0
500,"SODPNJR12A6D4FA52D",55934,"Joao Voz E Violato","AR3THYK1187B999F1F",,"",,"João Gilberto",0.0,197.19791,4,0.665,127.782,4,0.226,"Segredo",2000
501,"SOYOFSW12A6D4FA9F1",74608,"Open Fire","ARGQANQ11F50C4769E",37.87869,"San Francisco Bay Area",-121.94345,"Y&T",0.0,275.9571,6,0.44,170.773,4,0.332,"Black Tiger",1982
502,"SOKTPEY12AB018170C",417438,"Mask Industries","AR74W1A1187FB5ACFC",48.20254,"Vienna",16.3688,"Devanic",0.0,210.88608,4,0.447,112.427,4,1.0,"You Live_ You Die",2006
503,"SONOKWX12AB0185FDC",582256,"Live At Negril","ARNZPLV1187FB3DF5D",,"",,"Capleton",0.0,86.88281,7,0.442,161.737,4,1.0,"Raggy Road",1997
504,"SOMBTZH12A8C13BB75",262524,"Future Development","ARV4KO21187FB38008",37.80506,"Oakland CA",-122.27302,"Del The Funky Homosapien",0.0,242.85995,4,0.236,87.955,4,0.421,"Corner Story",1998
505,"SOLPOGC12AB017D41F",336169,"L'adorer","AR8UA7Z1187B9AD9C9",48.10751,"Rennes",-1.68447,"Étienne Daho",0.0,237.50485,4,0.377,140.119,5,0.572,"Cet Air Étrange (Take 1 - Abbey Road Rough Mix)",0
